scorer,,,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah,Abdullah
labeled-data,4,frame300_2.jpg,18.17763140154372,44.552633065898945,12.546052177396206,38.92105384175143,90.91886304678263,14.98684213912443,83.87938901659822,24.842105781382603,54.3135980898237,205.99123749146142
labeled-data,4,frame320_0.jpg,166.00658603541635,47.83772094665167,187.12500812596957,41.26754518514623,81.53289767320342,18.74122828855612,97.48903880828809,32.35087808024598,141.6030760641104,228.51755438805154
labeled-data,4,frame320_1.jpg,72.61623056830317,28.12719366213533,24.27850889437022,28.59649193081429,,,,,44.92763271624449,212.09211498428792
labeled-data,4,frame320_2.jpg,11.138157371359313,35.166667692319734,11.138157371359313,43.144738259862066,,,,,45.86622925360243,175.95614829600794
labeled-data,4,frame340_0.jpg,170.69956872220595,46.42982614061479,186.65570985729065,38.92105384175143,83.41009074791927,23.434210975345724,93.73465265885639,30.942983274209094,148.17325182561584,244.00439725445722
labeled-data,4,frame340_1.jpg,71.67763403094526,27.188597124777406,19.585526207580614,29.065790199493254,,,,,55.25219462718164,214.43860632768272
labeled-data,4,frame340_3.jpg,15.361841789469963,72.24123091795764,18.646929670222704,58.631581126267776,,,,,47.27412405963929,204.11404441674557
labeled-data,4,frame360_0.jpg,148.17325182561584,50.65351055872544,172.10746352824285,34.69736942364078,108.28289898790419,25.780702318740527,123.30044358563092,44.08333479721999,131.27851415317323,224.76316823861984
labeled-data,4,frame360_1.jpg,85.28728382263512,19.21052655723508,30.848684655875672,25.780702318740527,,,,,61.35307212000811,225.23246650729882
labeled-data,4,frame380_0.jpg,150.98904143768962,46.42982614061479,170.23027045352697,38.92105384175143,78.71710806112966,22.02631616930884,91.38816131546159,34.228071154961825,140.19518125807352,243.5350989857783
labeled-data,4,frame380_1.jpg,128.93202280977843,39.859650379109354,80.12500286716656,37.982457304393506,,,,,79.65570459848757,243.5350989857783
labeled-data,4,frame380_2.jpg,23.33991235701231,27.657895393456368,10.199560834001403,22.02631616930884,85.28728382263512,15.456140407803392,78.24780979245071,24.37280751270365,17.708333132864766,214.43860632768272
labeled-data,4,frame400_0.jpg,148.64255009429482,43.144738259862066,160.84430507994776,41.73684345382519,68.8618444188715,23.903509244024686,80.59430113584551,30.942983274209094,135.5021985712839,236.0263266869149
labeled-data,4,frame400_1.jpg,113.44517994337275,34.228071154961825,64.63816000076085,30.00438673685117,,,,,74.02412537434006,218.19299247711442
labeled-data,4,frame40_0.jpg,16.769736595506828,68.95614393232032,38.357456954739035,61.91666990213591,89.51096824074574,19.210527452350487,82.00219594188238,33.758773781398276,51.02851020907096,229.45615182052487
labeled-data,4,frame40_1.jpg,9.260964296643465,38.921054736866836,27.56359677512293,42.67544088629852,124.23904012298883,13.578948228202961,111.5679868686569,25.311404945176978,54.782896358502654,243.53509988089368
labeled-data,4,frame40_2.jpg,151.92763797504753,53.938599334593576,140.19518125807352,45.49123049837229,65.1074582694398,21.557018795745293,73.55482710566108,28.596492825929705,102.65131976375665,226.6403622084511
labeled-data,4,frame420_0.jpg,,,,,65.1074582694398,22.02631616930884,80.12500286716656,30.473685005530132,130.8092158844943,240.7193093737045
labeled-data,4,frame420_1.jpg,111.5679868686569,24.842105781382603,59.47587904529229,32.35087808024598,,,,,75.9013184490559,231.3333440001253
labeled-data,4,frame440_0.jpg,,,,,59.006580776613305,28.12719366213533,77.30921325509277,39.390352110430385,115.3223730180886,232.27194053748323
labeled-data,4,frame440_1.jpg,108.28289898790419,26.71929885609845,57.12938770189746,31.412281542888056,,,,,68.8618444188715,222.41667689522504
labeled-data,4,frame460_0.jpg,,,,,72.61623056830317,19.21052655723508,89.04166997206679,27.657895393456368,98.89693361432498,218.66229074579337
labeled-data,4,frame460_1.jpg,108.28289898790419,23.434210975345724,55.25219462718164,27.657895393456368,,,,,70.26973922490836,225.23246650729882
labeled-data,4,frame480_0.jpg,111.09868859997795,25.780702318740527,61.35307212000811,26.25000058741949,,,,,70.73903749358732,225.23246650729882
labeled-data,4,frame500_0.jpg,111.5679868686569,21.557017900629884,48.21272059699723,25.311404050061565,,,,,66.5153530754767,209.74562364089311
labeled-data,4,frame520_0.jpg,155.21272585580024,39.390352110430385,97.95833707696704,37.04386076703558,71.67763403094526,21.557017900629884,84.81798555395616,22.964912706666762,85.75658209131407,242.59650244842038
labeled-data,4,frame540_0.jpg,119.54605743619925,28.59649193081429,61.35307212000811,30.473685005530132,,,,,77.77851152377175,207.3991322974983
labeled-data,4,frame560_0.jpg,145.82676048222103,37.982457304393506,99.83553015168289,34.69736942364078,66.04605480679771,19.679824825914036,74.49342364301901,22.964912706666762,96.55044227093018,243.5350989857783
labeled-data,4,frame560_1.jpg,32.256579461912565,22.4956144379878,13.953946983433099,23.903509244024686,97.95833707696704,20.61842136327196,89.04166997206679,28.12719366213533,24.27850889437022,236.0263266869149
labeled-data,4,frame580_0.jpg,25.217105431728157,25.780702318740527,11.138157371359313,28.59649193081429,96.55044227093018,22.02631616930884,83.87938901659822,30.00438673685117,25.217105431728157,235.087730149557
labeled-data,4,frame580_1.jpg,150.98904143768962,26.25000058741949,98.89693361432498,29.065790199493254,64.1688617320819,21.08771963195092,74.02412537434006,23.903509244024686,94.20395092753537,239.7807128363466
labeled-data,4,frame600_0.jpg,32.72587773059152,30.473685005530132,13.01535044607516,30.473685005530132,97.48903880828809,23.434210975345724,86.69517862867198,31.88157981156702,26.155701969086067,236.0263266869149
labeled-data,4,frame600_1.jpg,161.78290161730573,39.859650379109354,117.6688643614834,40.798246916467264,68.39254615019252,23.434210975345724,79.65570459848757,31.88157981156702,104.05921456979354,257.1447487774681
labeled-data,4,frame60_0.jpg,9.260964296643465,38.921054736866836,16.300438326827873,30.942984169324507,124.23904012298883,18.74122918367153,111.09868859997795,28.596492825929705,52.43640501510785,244.94299468693058
labeled-data,4,frame60_1.jpg,17.23903486418581,61.91666990213591,40.23465002945488,61.91666990213591,92.79605612149848,15.925439571597764,81.53289767320342,28.127194557250743,51.02851020907096,212.5614141480823
labeled-data,4,frame60_2.jpg,153.80483104976335,47.36842357308812,141.13377779543143,34.22807205007723,65.57675653811876,24.372808407819054,77.77851152377173,34.22807205007723,108.75219725658314,234.14913450731447
labeled-data,4,frame80_0.jpg,9.73026256532242,43.144739154977486,15.361841789469963,36.10526512479308,125.17763666034674,17.802632646313608,113.9144782120517,26.719299751213857,57.59868597057641,236.49562585070927
labeled-data,4,frame80_1.jpg,160.37500681126883,43.61403742365644,145.82676048222103,32.35087897536138,66.98465134415562,20.61842225838737,79.65570459848757,27.18859801989282,111.09868859997795,235.0877310446724
labeled-data,4,frame80_2.jpg,11.138157371359313,60.03947682742006,35.072369073986295,57.2236872153463,81.53289767320342,18.271930914992566,74.49342364301901,27.65789628857178,46.33552752228135,216.31580029751396
